EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2010-2-23,35,34,32,31,30,28,96,88,75,29.92,29.86,29.80,10,6,1,15,8,21,0.24,8,Snow,116
2010-2-24,36,33,30,34,31,29,100,94,87,29.89,29.86,29.76,10,4,1,10,1,,0.33,8,Rain-Snow,267
2010-2-25,32,30,28,31,29,26,100,95,92,29.75,29.53,29.16,4,2,0,12,6,,0.17,8,Fog-Snow,276
2010-2-26,39,34,28,32,30,23,100,87,51,29.49,29.25,29.01,10,6,0,15,9,20,1.05,7,Fog-Rain-Snow,298
2010-2-27,35,32,30,32,30,28,100,92,81,29.57,29.48,29.43,10,5,0,7,3,,0.14,8,Fog-Snow,258
2010-2-28,37,34,30,32,30,25,96,84,62,29.77,29.65,29.56,10,8,2,12,4,,0.10,8,Snow,329
2010-3-1,37,34,30,31,29,28,96,85,70,30.00,29.86,29.76,10,10,6,16,8,18,0.00,8,Rain-Snow,285
2010-3-2,39,34,30,29,28,27,93,80,60,30.01,29.95,29.85,10,10,10,9,4,,0.00,7,,272
2010-3-3,39,34,30,29,26,22,92,76,59,29.83,29.77,29.70,10,10,10,13,2,21,0.00,7,,312
2010-3-4,37,32,25,21,18,15,69,58,43,30.00,29.86,29.75,10,10,10,16,10,22,0.00,1,,333
2010-3-5,37,28,19,18,15,11,78,57,36,30.26,30.13,30.01,10,10,10,15,5,,0.00,0,,319
2010-3-6,39,24,10,25,17,7,100,75,40,30.30,30.25,30.16,10,8,0,15,4,22,0.00,3,Fog,291
2010-3-7,45,33,21,27,21,15,85,62,42,30.16,30.06,29.98,10,10,10,14,5,,0.00,1,,295
2010-3-8,45,33,21,27,24,19,89,68,48,29.99,29.93,29.87,10,9,6,15,5,,0.00,1,,284
2010-3-9,46,34,23,31,25,18,100,72,37,30.04,30.00,29.93,10,8,2,10,1,,0.00,2,,266
2010-3-10,52,38,25,29,23,18,78,55,38,30.06,30.02,29.97,10,10,10,10,4,,0.00,2,,111
2010-3-11,51,45,39,31,29,26,67,56,44,30.07,30.04,30.01,10,10,10,13,8,39,0.00,4,,115
2010-3-12,48,44,39,35,32,29,70,64,58,30.14,30.10,30.07,10,10,10,22,11,30,0.00,7,Rain,108
2010-3-13,45,43,41,30,25,18,65,51,38,30.08,29.93,29.75,10,10,10,26,19,37,0.00,6,Rain,101
2010-3-14,50,46,41,36,35,32,74,66,59,29.79,29.73,29.66,10,10,10,23,14,38,0.00,8,Rain,86
2010-3-15,55,46,37,38,33,20,89,65,37,30.00,29.83,29.73,10,10,10,12,7,20,0.11,8,Rain,14
2010-3-16,61,43,26,25,22,20,81,49,24,30.11,30.06,30.00,10,10,10,13,4,16,0.00,0,,306
2010-3-17,59,42,25,32,26,21,85,59,33,30.12,30.02,29.90,10,10,10,13,2,17,0.00,0,,266
2010-3-18,63,46,28,32,28,24,89,57,30,29.90,29.81,29.72,10,10,10,17,3,24,0.00,0,,275
2010-3-19,61,45,30,36,32,27,85,63,39,29.91,29.84,29.79,10,10,10,13,2,20,0.00,1,,234
2010-3-20,57,44,34,36,32,28,89,66,40,30.17,30.03,29.91,10,10,10,14,4,17,0.00,1,,283
2010-3-21,59,44,32,37,33,30,92,68,42,30.18,30.11,30.02,10,10,10,7,2,,0.00,3,,241
2010-3-22,48,42,36,46,41,32,100,89,73,30.05,29.93,29.78,10,8,2,12,3,,0.52,7,Rain,115
2010-3-23,48,42,35,45,41,32,100,92,80,29.76,29.64,29.54,10,7,2,17,7,22,0.88,8,Rain,156
2010-3-24,48,40,30,31,28,22,89,69,37,30.01,29.87,29.71,10,10,10,20,14,29,0.00,4,,288
2010-3-25,50,39,28,42,33,23,100,75,37,30.00,29.90,29.78,10,9,6,10,3,64,0.28,6,Rain,291
2010-3-26,35,28,21,30,7,0,79,42,29,30.27,30.05,29.79,10,10,10,15,10,22,0.00,0,,336
2010-3-27,43,28,15,15,8,-2,77,45,24,30.46,30.35,30.28,10,10,10,10,2,,0.00,0,,126
2010-3-28,45,38,32,39,26,11,97,63,40,30.27,30.13,29.90,10,10,7,16,10,25,0.16,5,Rain,124
2010-3-29,48,44,39,47,41,34,100,92,79,29.96,29.84,29.75,10,9,2,13,6,,0.14,8,Rain,320
2010-3-30,43,38,34,37,34,31,93,82,70,29.95,29.83,29.71,10,9,5,16,6,24,0.28,6,Rain,332
2010-3-31,48,42,37,43,39,37,100,86,76,30.08,29.92,29.74,10,10,10,13,9,,0.00,6,Rain,281
2010-4-1,73,54,37,46,41,37,100,76,28,30.19,30.08,29.99,10,9,4,8,4,,0.01,2,,109
2010-4-2,84,65,46,50,45,42,83,54,23,30.10,30.05,30.00,10,10,10,10,7,,0.00,0,,135
2010-4-3,84,68,51,50,47,44,83,49,25,30.08,29.96,29.83,10,10,10,18,8,26,0.00,0,,136
2010-4-4,63,54,42,45,36,26,83,51,29,30.19,30.14,30.02,10,10,10,17,9,25,0.00,2,,299
2010-4-5,73,54,36,48,39,31,86,61,37,30.15,30.00,29.90,10,10,10,17,5,26,0.02,1,Rain,115
2010-4-6,55,48,41,54,48,40,100,92,86,30.00,29.83,29.65,10,10,4,10,4,,0.08,5,Rain,109
2010-4-7,77,60,43,57,51,43,100,87,38,29.80,29.68,29.62,10,7,0,29,4,36,0.02,4,Fog-Rain,287
2010-4-8,80,64,48,56,52,46,100,87,43,29.76,29.67,29.42,10,5,0,28,5,38,0.37,5,Fog-Rain-Thunderstorm,113
2010-4-9,45,40,35,43,35,26,100,78,63,29.93,29.80,29.70,10,10,8,20,10,23,0.02,8,Rain-Snow,290
2010-4-10,52,42,33,35,28,20,87,60,28,30.21,30.11,29.94,10,9,2,23,15,29,0.00,5,Rain-Snow,279
2010-4-11,59,49,39,40,33,25,82,56,27,30.28,30.22,30.11,10,10,10,17,7,23,0.01,3,Rain,287
2010-4-12,55,42,30,34,28,22,89,59,30,30.46,30.39,30.28,10,10,10,17,4,25,0.00,1,,283
2010-4-13,60,46,32,31,26,20,89,51,22,30.55,30.50,30.46,10,10,10,10,2,17,0.00,2,,297
2010-4-14,62,44,28,31,24,16,85,51,21,30.63,30.51,30.38,10,10,10,15,3,24,0.00,0,,284
2010-4-15,61,45,30,49,34,25,89,66,35,30.38,30.28,30.12,10,10,10,9,2,,0.01,3,Rain,108
2010-4-16,60,52,45,48,45,38,100,86,55,30.09,29.77,29.65,10,7,2,15,10,22,0.85,6,Rain,102
2010-4-17,46,42,37,48,37,28,100,84,55,29.90,29.77,29.68,10,8,0,22,7,32,0.09,8,Fog-Rain,280
2010-4-18,52,44,35,40,35,32,100,78,49,29.97,29.90,29.85,10,10,10,20,10,28,0.02,7,Rain,291
2010-4-19,60,48,36,37,34,33,93,64,40,30.07,30.02,29.96,10,10,10,16,6,22,0.00,4,,318
2010-4-20,64,48,32,38,33,29,96,63,29,30.07,29.99,29.90,10,10,10,16,3,,0.00,1,,282
2010-4-21,69,52,36,37,34,31,86,53,28,29.89,29.78,29.69,10,10,10,14,3,20,0.00,1,,286
2010-4-22,52,44,36,39,35,31,93,72,54,29.90,29.80,29.73,10,10,10,17,6,23,0.00,5,,292
2010-4-23,57,42,28,35,29,23,96,63,28,30.09,29.96,29.89,10,10,10,18,5,26,0.00,0,,284
2010-4-24,66,48,30,38,30,27,89,54,24,30.18,30.03,29.83,10,10,10,5,1,,0.00,0,,81
2010-4-25,59,52,44,48,43,36,93,70,57,29.82,29.63,29.49,10,10,10,10,4,,0.02,6,Rain,109
2010-4-26,60,52,46,48,46,43,97,81,55,29.47,29.38,29.32,10,10,8,10,3,,0.01,5,Rain,149
2010-4-27,48,42,36,46,37,26,100,83,55,29.59,29.40,29.30,10,8,0,23,5,29,0.01,8,Fog-Rain,318
2010-4-28,57,45,35,36,30,18,97,67,26,29.77,29.60,29.52,10,10,10,25,14,41,0.00,5,Rain,301
2010-4-29,60,44,30,32,28,22,85,53,25,29.85,29.81,29.77,10,10,10,26,10,34,0.00,0,,309
2010-4-30,69,50,33,44,34,20,93,54,18,29.91,29.85,29.79,10,10,10,5,0,,0.00,6,,114
2010-5-1,84,68,53,63,49,37,97,55,37,29.83,29.79,29.72,10,10,7,10,3,,0.05,4,Rain,112
2010-5-2,82,70,57,63,61,58,100,71,47,29.79,29.74,29.68,10,9,4,10,2,,0.00,2,,196
2010-5-3,73,63,52,65,57,45,90,69,37,29.80,29.66,29.56,10,9,2,22,9,32,0.12,4,Rain,245
2010-5-4,66,55,46,54,47,37,96,76,37,29.88,29.81,29.77,10,9,2,18,5,51,0.27,3,Rain,294
2010-5-5,80,59,39,54,45,39,100,56,28,29.97,29.85,29.73,10,9,1,16,4,22,0.03,2,Rain,209
2010-5-6,64,56,46,57,50,36,100,79,42,30.00,29.76,29.67,10,9,2,26,7,36,0.27,6,Rain-Thunderstorm,284
2010-5-7,61,48,37,42,37,34,96,64,39,30.09,29.96,29.71,10,10,10,13,5,18,0.00,2,,302
2010-5-8,61,48,35,52,43,33,100,88,46,29.74,29.55,29.44,10,7,2,28,11,58,1.01,7,Rain-Thunderstorm,273
2010-5-9,41,36,32,34,31,28,100,84,63,30.17,29.94,29.74,10,8,2,25,17,40,0.02,8,Rain-Snow,283
2010-5-10,53,40,30,33,28,23,100,65,36,30.40,30.27,30.16,10,10,10,22,7,26,0.01,1,,304
2010-5-11,55,42,28,34,29,24,96,59,35,30.48,30.38,30.23,10,10,10,9,3,17,0.00,2,,126
2010-5-12,52,45,37,43,41,36,96,84,68,30.27,30.20,30.16,10,10,8,15,8,,0.10,6,Rain,122
2010-5-13,62,47,33,47,37,28,100,81,29,30.37,30.29,30.07,10,7,0,12,2,,0.28,5,Fog-Rain-Thunderstorm,102
2010-5-14,75,62,48,62,52,47,100,89,60,30.08,30.02,29.91,10,6,2,16,8,28,0.34,6,Rain,83
2010-5-15,55,50,45,48,42,40,89,71,59,30.19,30.11,29.97,10,10,10,18,9,23,0.00,6,,291
2010-5-16,71,56,42,48,40,29,97,61,23,30.22,30.18,30.13,10,10,10,14,4,18,0.00,2,,314
2010-5-17,75,55,37,51,40,34,97,63,23,30.26,30.18,30.10,10,10,10,5,1,,0.00,0,,130
2010-5-18,69,58,51,47,43,37,83,61,36,30.12,30.05,29.99,10,10,10,10,5,17,0.00,2,Rain,121
2010-5-19,68,58,51,56,51,48,97,79,51,29.99,29.91,29.84,10,10,5,9,3,,0.05,7,Rain,143
2010-5-20,79,61,44,54,49,44,100,69,32,30.06,29.97,29.92,10,10,3,15,3,24,0.01,0,,276
2010-5-21,82,65,48,58,51,47,97,62,29,30.17,30.12,30.07,10,10,2,10,1,,0.00,0,,220
2010-5-22,84,72,62,58,53,45,78,56,27,30.18,30.14,30.09,10,10,10,20,6,30,0.00,2,,138
2010-5-23,80,69,60,60,56,52,81,68,52,30.25,30.21,30.17,10,10,10,9,6,,0.00,3,,115
2010-5-24,86,70,55,62,57,51,97,67,32,30.30,30.25,30.21,10,10,10,7,2,,0.00,0,,121
2010-5-25,86,70,57,64,60,57,97,68,41,30.27,30.18,30.08,10,10,10,13,3,,0.00,0,,267
2010-5-26,90,72,57,68,61,56,97,70,46,30.06,29.93,29.83,10,10,10,15,4,25,0.00,0,,277
2010-5-27,84,72,61,65,59,52,90,66,33,29.88,29.83,29.80,10,10,10,13,5,,0.00,0,,312
2010-5-28,75,64,53,57,52,48,83,62,46,29.98,29.94,29.89,10,10,10,8,4,,0.00,1,,77
2010-5-29,80,69,59,61,56,50,90,69,37,29.93,29.89,29.83,10,10,9,17,4,20,0.00,3,Rain,279
2010-5-30,79,66,55,57,53,48,96,64,39,29.96,29.92,29.88,10,10,9,21,4,25,0.00,0,,306
2010-5-31,89,72,55,70,60,52,94,70,39,30.01,29.92,29.82,10,10,2,10,4,,0.20,2,Rain-Thunderstorm,133
2010-6-1,75,68,60,68,65,58,100,85,62,29.86,29.78,29.74,10,8,2,18,7,29,0.26,6,Rain,270
2010-6-2,84,68,53,58,55,52,100,61,33,29.88,29.78,29.64,10,10,9,8,3,,0.00,1,Rain,144
2010-6-3,75,68,63,65,62,58,96,84,59,29.77,29.71,29.62,10,9,3,14,6,,0.53,7,Rain-Thunderstorm,263
2010-6-4,78,69,61,63,60,53,97,77,45,29.87,29.82,29.73,10,10,8,8,2,,0.00,5,Rain,249
2010-6-5,80,70,62,67,62,55,100,86,53,29.72,29.68,29.63,10,7,1,17,4,26,1.02,6,Rain-Thunderstorm,278
2010-6-6,70,58,46,64,55,46,100,87,70,29.77,29.52,29.30,10,8,2,18,8,31,0.64,7,Rain,355
2010-6-7,68,57,46,52,44,38,100,68,33,29.98,29.86,29.76,10,10,10,20,6,32,0.00,3,,288
2010-6-8,66,57,48,47,44,40,93,64,38,30.18,30.09,29.99,10,10,10,25,6,29,0.00,3,,291
2010-6-9,55,50,46,53,49,44,97,91,80,30.18,30.01,29.81,10,9,5,16,7,23,0.38,5,Rain,113
2010-6-10,66,60,54,61,56,52,100,87,65,30.03,29.85,29.79,10,9,5,18,5,25,0.07,7,Rain,284
2010-6-11,75,62,48,56,52,47,100,80,44,30.15,30.12,30.04,10,8,0,10,2,20,0.00,1,Fog,311
2010-6-12,64,60,55,63,59,54,100,92,78,30.12,30.01,29.94,10,8,2,15,7,20,0.57,7,Rain-Thunderstorm,102
2010-6-13,73,68,62,64,62,61,100,88,73,29.93,29.91,29.87,10,9,4,8,4,,0.00,8,Rain,113
2010-6-14,77,68,57,64,60,52,100,84,58,30.02,29.89,29.84,10,10,10,17,4,23,0.00,7,Rain,292
2010-6-15,75,62,48,54,51,47,97,68,40,30.13,30.10,30.03,10,10,10,8,1,,0.00,0,,270
2010-6-16,69,63,57,64,57,44,100,84,58,30.14,29.97,29.78,10,7,0,14,8,22,0.92,6,Fog-Rain,92
2010-6-17,73,64,55,59,56,53,97,84,57,30.09,29.92,29.80,10,9,5,16,11,22,0.02,6,Rain,297
2010-6-18,82,66,50,65,57,49,100,75,43,30.16,30.09,30.02,10,10,10,5,1,,0.00,0,,250
2010-6-19,87,75,64,71,63,57,93,70,49,30.04,29.95,29.85,10,9,6,13,7,,0.05,1,,137
2010-6-20,82,74,64,68,65,58,100,79,48,29.98,29.90,29.86,10,8,4,17,4,22,0.00,3,Thunderstorm,295
2010-6-21,79,69,57,62,57,52,93,72,43,30.14,30.06,29.98,10,10,10,16,4,25,0.00,2,,280
2010-6-22,77,65,55,67,63,54,100,86,56,30.14,30.01,29.91,10,7,1,14,5,,0.88,5,Rain,108
2010-6-23,80,73,66,69,66,64,100,87,62,30.00,29.95,29.79,10,10,6,15,6,22,0.00,7,,272
2010-6-24,80,72,63,69,66,61,93,77,64,29.94,29.76,29.70,10,10,7,23,8,32,0.09,5,Rain,287
2010-6-25,77,68,60,63,60,56,100,81,50,30.04,30.01,29.95,10,9,2,13,3,21,0.00,3,,291
2010-6-26,71,62,55,64,59,54,97,85,68,30.00,29.92,29.84,10,8,6,7,1,,0.03,3,Rain,259
2010-6-27,82,71,60,71,65,59,96,78,60,29.82,29.71,29.54,10,8,7,13,3,16,0.00,3,Rain,132
2010-6-28,80,74,68,72,71,67,100,91,69,29.67,29.56,29.48,10,7,1,18,7,29,1.44,7,Rain-Thunderstorm,265
2010-6-29,70,66,62,66,61,51,100,87,53,29.91,29.78,29.69,10,8,0,18,5,26,0.01,6,Fog,282
2010-6-30,66,56,46,49,46,42,93,68,43,30.14,30.09,30.04,10,10,10,17,7,25,0.00,5,,280
2010-7-1,69,60,51,53,49,47,100,76,49,30.25,30.19,30.14,10,10,10,20,5,26,0.00,5,,304
2010-7-2,75,60,48,55,49,46,100,72,40,30.31,30.25,30.19,10,10,10,14,2,21,0.00,2,,277
2010-7-3,82,65,48,60,54,48,97,67,39,30.21,30.13,30.03,10,10,10,10,3,17,0.00,0,,273
2010-7-4,84,70,55,64,59,54,97,67,37,30.07,30.01,29.95,10,10,9,13,3,20,0.00,0,,271
2010-7-5,91,74,57,73,66,56,93,72,55,30.03,29.99,29.96,10,9,6,9,2,,0.00,0,,232
2010-7-6,91,80,69,72,69,67,96,72,45,30.08,30.05,30.02,10,8,5,10,2,18,0.00,0,,285
2010-7-7,91,78,64,71,68,63,97,70,46,30.11,30.07,30.04,9,6,2,12,2,,0.00,0,,283
2010-7-8,93,80,70,74,70,67,93,63,44,30.07,29.99,29.92,10,9,5,7,4,,0.00,1,,248
2010-7-9,87,79,70,73,70,68,97,78,57,29.97,29.89,29.77,10,8,2,18,8,24,0.22,5,Rain,153
2010-7-10,82,74,66,70,66,59,100,82,52,29.93,29.88,29.85,10,9,4,14,8,,0.05,6,Rain,269
2010-7-11,84,71,60,65,61,57,97,74,44,29.94,29.90,29.85,10,10,10,13,3,17,0.00,0,,274
2010-7-12,90,74,60,64,60,54,93,62,31,29.89,29.87,29.81,10,10,10,13,6,28,0.00,1,,141
2010-7-13,87,78,71,69,65,62,84,68,49,29.94,29.91,29.87,10,10,7,12,5,,0.00,5,,126
2010-7-14,88,78,69,69,67,65,93,74,49,30.04,29.96,29.90,10,10,10,12,4,17,0.00,1,,347
2010-7-15,88,78,69,71,68,66,100,81,49,30.11,30.05,29.95,10,8,2,8,2,,0.00,5,,134
2010-7-16,82,75,66,73,70,65,100,85,72,29.95,29.89,29.83,10,7,0,13,6,31,0.00,5,Fog-Rain,74
2010-7-17,88,74,63,70,65,62,97,77,51,29.89,29.83,29.76,10,10,9,14,4,22,0.00,1,Rain,174
2010-7-18,80,73,66,68,63,57,96,73,47,29.90,29.87,29.81,10,10,9,17,6,23,0.00,4,,274
2010-7-19,82,72,64,72,65,60,93,77,62,29.91,29.82,29.77,10,10,8,16,5,18,0.00,3,Rain-Thunderstorm,195
2010-7-20,82,73,64,67,65,61,100,83,49,30.00,29.96,29.91,10,8,1,10,2,,0.00,4,,277
2010-7-21,82,72,62,69,64,60,96,79,62,29.98,29.90,29.81,10,10,4,13,5,44,0.00,3,Rain,212
2010-7-22,80,70,60,65,61,59,100,77,50,30.05,29.97,29.91,10,10,10,17,6,24,0.00,2,,304
2010-7-23,70,66,64,69,64,61,100,95,87,30.04,29.91,29.83,10,6,1,16,6,20,0.52,7,Rain,100
2010-7-24,87,77,68,75,71,67,100,92,65,29.90,29.85,29.78,10,6,1,12,2,17,0.89,7,Rain-Thunderstorm,291
2010-7-25,78,70,63,70,66,57,100,84,55,29.98,29.86,29.81,10,10,7,17,7,24,0.00,5,,285
2010-7-26,80,68,57,62,58,54,100,81,42,30.06,30.03,29.98,10,7,0,21,3,28,0.00,3,Fog,301
2010-7-27,84,70,57,67,61,55,100,78,38,30.14,30.09,30.02,10,9,2,10,2,,0.00,3,,275
2010-7-28,84,73,62,73,66,59,100,80,44,30.03,29.90,29.81,10,8,2,20,5,26,0.00,5,Rain-Thunderstorm,172
2010-7-29,78,70,60,70,62,54,100,79,45,29.98,29.91,29.84,10,9,4,17,7,,0.06,4,Rain,292
2010-7-30,75,66,55,60,54,49,97,69,43,30.01,29.97,29.94,10,10,10,15,3,21,0.00,3,Rain,320
2010-7-31,77,62,48,57,51,47,96,69,42,30.04,30.00,29.96,10,10,10,5,2,,0.00,1,,112
2010-8-1,82,70,60,64,58,54,83,68,45,30.06,30.02,29.99,10,10,10,13,4,,0.00,4,,127
2010-8-2,84,75,66,66,63,61,94,72,46,30.13,30.07,30.03,10,9,4,7,5,,0.00,2,Rain,135
2010-8-3,87,78,69,72,68,64,93,74,51,30.05,29.98,29.89,10,9,4,10,5,,0.00,5,Rain,130
2010-8-4,87,79,72,73,71,69,97,78,57,29.91,29.83,29.73,9,6,4,9,2,,0.00,5,,226
2010-8-5,82,76,69,72,69,64,100,86,54,29.72,29.67,29.60,10,6,2,13,3,,0.00,5,Rain,267
2010-8-6,73,68,62,65,57,46,97,69,41,29.86,29.76,29.67,10,10,7,25,9,34,0.00,3,,298
2010-8-7,73,63,53,58,53,47,100,70,41,30.02,29.96,29.87,10,10,2,14,3,18,0.00,2,,271
2010-8-8,84,68,54,64,57,52,93,70,44,30.04,29.99,29.91,10,10,10,12,4,,0.00,3,,156
2010-8-9,87,76,66,72,67,61,100,81,51,30.00,29.97,29.90,10,7,2,16,4,22,0.06,5,Rain,284
2010-8-10,82,75,68,71,69,67,100,90,65,29.99,29.95,29.88,10,5,0,12,1,,0.00,5,Fog,340
2010-8-11,84,76,66,69,64,58,96,76,42,29.96,29.92,29.88,10,8,5,6,1,,0.00,3,Rain,9
2010-8-12,78,71,64,66,63,60,90,77,66,29.99,29.91,29.89,10,10,10,8,4,,0.00,1,,103
2010-8-13,82,72,64,64,62,60,93,73,49,30.09,30.04,30.00,10,10,10,9,3,,0.00,4,,123
